date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Los Angeles County,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,New York city,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2004/11/1,111613,24505,129036,71632,1023714,138892,87200,18753,26400,296070,249678,19147,32828,385401,174967,74177,78774,103952,289156,112711,32141,134635,164847,364225,125879,86829,180286,20905,38264,50895,25362,195274,49013,498010,230628,245588,12023,372263,76652,127475,327581,26451,153891,15718,163106,648121,58005,11932,150637,191915,44100,145472,10286
2004/12/1,109057,24423,128732,71616,1014356,138532,87254,18806,26106,291491,255139,19004,32031,383785,176739,73909,78594,105537,284778,113416,32572,135897,164435,364632,123958,88343,179858,20852,38607,51069,25602,193063,49623,489125,225178,247102,12046,372056,76947,124374,326366,26507,154263,15833,164501,647905,57427,11939,150743,191225,44361,144621,10136
2005/1/1,106304,24273,129377,71322,1004312,138169,87482,18847,25698,286144,259934,18755,31204,382213,177480,73474,78346,107775,280026,113920,33074,137051,164363,363416,122776,89806,179220,20782,38870,51162,25930,191788,50108,481479,221360,247900,12086,371097,76964,121505,325243,26711,154232,15972,165477,644470,56908,11953,151455,190422,44449,143689,9988
2005/2/1,103485,24048,130668,70686,992345,137566,87680,18925,25175,279664,263345,18406,30510,381186,176950,72885,77900,110174,274693,113898,33555,137644,164236,360366,121938,91047,178020,20669,38943,51115,26201,190830,50283,474977,218507,247839,12126,368544,76473,119136,323600,26949,153462,16081,165843,636115,56304,11960,152332,189187,44272,142838,9880
2005/3/1,100530,23780,132039,69812,977902,136454,87620,19042,24518,271899,264789,17995,30043,379964,175164,72129,77114,112158,268690,113494,33912,137288,163662,355686,120839,91890,175585,20502,38722,50926,26292,189671,49998,469392,215899,247193,12123,363773,75623,117360,320953,27148,151873,16088,165203,623061,55508,11946,152861,187413,43859,142079,9831
2005/4/1,97572,23513,133094,69079,962414,134857,87275,19177,23765,263296,264698,17602,29790,378162,172826,71211,75987,113509,262262,112864,34110,135978,162684,350317,119261,92693,171713,20293,38194,50698,26227,188466,49260,465227,213456,246188,12058,357418,74765,116131,317358,27375,149898,15959,163256,609101,54554,11908,153060,185436,43386,141509,9838
2005/5/1,94990,23309,133642,68813,947544,132868,86729,19319,22955,254365,263870,17311,29669,375333,170737,70200,74657,114427,255647,112105,34193,134018,161551,344583,117464,93561,166715,20062,37435,50566,26132,187391,48274,463025,211474,245211,11952,350445,74135,115285,313225,27753,148261,15704,160366,598320,53497,11889,152962,183717,43023,141220,9882
2005/6/1,93095,23253,133873,69147,935707,130697,86183,19485,22155,246012,263090,17192,29612,371075,169664,69259,73468,115351,249662,111765,34252,131974,160695,339102,115950,94536,161646,19849,36651,50679,26158,187131,47320,463622,210796,244668,11847,344044,73845,114602,309484,28336,147693,15377,157522,593428,52418,11928,152529,182670,42889,141434,9940
2005/7/1,92021,23402,134187,69997,928983,128777,85897,19709,21444,239051,262962,17284,29421,366355,170302,68744,72746,116903,245480,112408,34385,130390,160648,334946,115278,95548,157646,19724,36118,51017,26391,188931,46656,467018,211923,244815,11766,340169,73992,114027,307433,29100,148550,15083,155730,595415,51408,12037,151935,182410,43044,142607,10018
2005/8/1,91559,23700,134670,70846,925727,127435,85818,19922,20853,233348,263049,17481,28960,361978,171932,68630,72405,119024,243356,113882,34549,129258,161255,332660,115509,96014,155035,19614,35832,51287,26714,192809,46185,470513,213838,244949,11684,339170,74253,113394,307352,29889,150235,14864,155338,601328,50409,12178,150970,182163,43308,144298,10075
2005/9/1,91342,24028,135143,71206,922886,126554,85741,20027,20400,228478,262592,17609,28373,357599,173140,68578,72133,121184,242907,248292,34620,128220,162033,332492,116585,129200,153583,19403,35582,51238,26933,197815,45695,471866,215269,244059,11606,339403,74054,112488,308305,30519,151816,14693,156082,607046,49381,12303,149420,181150,43432,145587,10061
2005/10/1,90986,24255,135086,70869,917002,125403,85420,19954,20070,223854,260629,17559,27825,352339,172754,68176,71612,122736,243053,247486,34470,126644,162397,334021,118006,116971,152641,19043,35114,50808,26878,202402,44917,470311,215250,241346,11517,338240,73069,111026,307936,30830,152563,14510,157298,608916,48252,12380,147024,178793,43149,145986,9955
2005/11/1,90474,24332,134252,70108,907789,123651,84825,19696,19872,219564,257118,17371,27485,346456,170577,67243,70789,123332,242899,244253,34067,124439,162265,337433,119246,111290,151785,18576,34357,50262,26539,205907,43750,466973,213742,236999,11430,334998,71424,109095,305529,30826,152495,14281,158660,606275,47040,12412,143976,175249,42419,145495,9757
2005/12/1,89790,24267,132703,69300,896203,121322,83985,19295,19784,215796,252579,17138,27359,339470,167223,65744,69626,122785,241797,130229,33436,122088,161700,341899,119692,96387,150599,18076,33326,49876,25988,208421,42321,462185,210647,231684,11343,329864,69559,106792,301960,30644,151888,13959,159761,600053,45777,12401,140439,171107,41512,144100,9472
2006/1/1,88955,24073,130858,68785,883689,118761,82963,18789,19755,212801,247848,16977,27311,330816,163593,63789,68170,121152,239469,98528,32716,120149,160844,345891,118910,87449,148921,17607,32097,49785,25346,210005,40879,456464,206351,226363,11245,323050,67820,104379,298041,30432,151150,13539,160419,593009,44459,12362,136735,167296,40720,141999,9126
2006/2/1,88186,23806,129409,68811,872661,116523,81951,18256,19781,210975,243953,16971,27209,320806,160749,61778,66680,118925,236226,91303,32135,119305,160036,348745,117261,83513,146929,17231,30867,50079,24820,210879,39689,451215,201977,222201,11165,316485,66431,102252,294976,30296,150598,13110,161040,588553,43127,12338,133582,164751,40239,139870,8783
2006/3/1,87830,23561,128852,69437,865781,115173,81204,17827,19886,210766,241734,17109,27009,310957,159588,60216,65525,116869,233058,84829,31888,120096,159713,350738,115372,79890,145388,16997,29912,50760,24605,211547,38990,447854,198616,220245,11151,312712,65635,100780,294022,30320,150502,12791,162281,588145,41872,12396,131620,164031,40254,138439,8522
2006/4/1,87911,23407,129197,70421,864066,114905,80887,17605,20080,212231,241132,17275,26710,302858,160219,59491,64876,115642,231000,80227,32045,122472,160142,352707,113763,79501,145105,16899,29401,51671,24728,212320,38841,446317,196359,221035,11189,312717,65478,100195,295662,30464,150822,12655,164285,589958,40702,12582,131077,165067,40813,138326,8392
2006/5/1,87973,23314,129814,71264,864854,115259,80832,17547,20305,214476,241145,17288,26266,296710,161852,59563,64585,115210,230000,77838,32487,125567,160969,355061,112780,79716,146013,16872,29296,52470,25046,212770,39047,444317,194009,223862,11226,315412,65707,100287,298537,30561,150946,12693,166091,590193,39497,12851,131560,166814,41669,139403,8388
2006/6/1,87760,23212,130136,71714,865321,115589,80830,17543,20493,216848,241050,17036,25733,292302,163439,60147,64421,115388,229397,77214,33057,128248,161746,357548,112771,80137,147535,16841,29420,52923,25433,212241,39328,440245,190743,227716,11267,319213,66081,100756,300959,30548,150400,12856,166590,586310,38233,13139,132515,168241,42535,141188,8481
2006/7/1,87302,23067,129754,71708,863634,115090,80701,17464,20597,219064,240277,16487,25258,288853,164071,60766,64226,115691,228369,77561,33587,129671,162095,359367,113825,80479,148963,16734,29507,53041,25810,209981,39361,433062,186160,231610,11327,322726,66457,101332,301664,30409,149037,13036,165172,576714,36957,13409,133319,168748,43126,143105,8614
2006/8/1,86725,22928,128710,71516,861306,113518,80551,17254,20642,221605,239137,15788,24929,286733,163755,61189,64051,115870,227030,78268,33969,129771,162209,360883,116055,80830,150087,16534,29491,53096,26201,206347,39045,424718,181466,235029,11409,325823,66954,101881,300620,30162,147361,13160,162020,563077,35815,13644,133756,168566,43284,145020,8718
2006/9/1,86098,22803,127100,71415,860513,111179,80496,16940,20649,224865,237705,15164,24635,287064,162838,61436,63970,115934,225794,79262,34143,128856,162289,361917,119088,81138,150777,16255,29465,53259,26623,201990,38422,417278,177908,237433,11478,328396,67766,102279,298322,29823,145843,13218,157864,548824,34851,13835,133777,167966,43028,146964,8747
2006/10/1,85364,22646,125039,71360,860794,108275,80400,16562,20580,228666,235567,14766,24252,289115,160963,61375,63857,115594,224753,80478,34006,127098,161985,361076,121903,81385,150706,15840,29337,53472,26981,197072,37489,410524,175502,237612,11476,329364,68692,102094,294832,29321,144340,13179,153134,535629,34004,13931,133084,166711,42435,148198,8635
2006/11/1,84633,22447,122889,71321,862685,104861,80208,16230,20426,233196,233009,14674,23751,291922,158288,61120,63609,114726,224516,81650,33591,124761,161123,358188,124050,81793,149847,15308,28959,53743,27234,192054,36410,404505,174067,235325,11405,328683,69485,101095,290441,28682,142714,13059,148163,524597,33343,13940,131722,164737,41642,148526,8386
2006/12/1,84057,22208,120788,71303,866627,101095,79952,16000,20199,238539,230379,14863,23148,295405,155044,60856,63272,113401,225269,82736,33050,121939,159746,354034,125513,82224,148444,14761,28380,54118,27362,187373,35342,399893,173633,231408,11291,327259,70030,99409,285600,27995,140738,12893,143467,515669,32912,13906,130000,162076,40770,148246,8059
2007/1/1,83789,21981,118687,71342,873447,97418,79773,15898,19951,244850,228178,15227,22532,300056,151665,60796,63007,111876,227113,83739,32532,118944,158214,350205,126567,82498,147200,14361,27861,54693,27377,183728,34397,397558,174330,227057,11179,327100,70327,97502,281425,27369,138394,12724,139469,508562,32788,13861,128472,158973,39919,147720,7738
2007/2/1,83831,21812,116361,71508,882966,94322,79776,15927,19728,252177,226910,15635,21969,305624,148387,60930,62812,110366,229894,84788,32156,116092,156811,347422,127413,82436,146689,14248,27570,55482,27282,181629,33667,397885,176066,223508,11090,328566,70507,95892,278524,26925,135956,12567,136076,503215,32947,13821,127302,156026,39183,147214,7519
2007/3/1,84102,21697,113674,71780,893587,92054,79889,15984,19521,260160,226577,15992,21528,311365,145332,61043,62550,108983,232862,85746,31957,113374,155532,345555,128124,81868,147083,14488,27546,56430,27047,180829,33116,400458,178578,221457,11026,330435,70470,94879,276740,26738,133522,12422,133071,498671,33241,13781,126433,153571,38563,146829,7446
2007/4/1,84722,21671,110704,72196,904991,91030,80090,15961,19343,268725,227244,16288,21310,317026,143014,61052,62246,107918,235684,86270,31946,111043,154410,344853,129016,80919,148295,15069,27766,57542,26701,180959,32661,404975,181710,221335,11012,332513,70175,94669,276272,26852,131230,12313,130850,495043,33613,13741,125854,152002,38086,146758,7524
2007/5/1,85704,21745,107861,72839,918708,91625,80510,15854,19237,278210,229154,16565,21470,323323,142045,61070,62107,107499,238831,86064,32158,109636,153707,346174,130449,79911,150503,15913,28176,58876,26305,181920,32289,411324,185353,223408,11062,335338,69796,95519,278056,27290,129506,12277,130305,492929,34098,13739,125904,151886,37870,147366,7718
2007/6/1,86833,21874,105748,73523,934882,93755,81188,15713,19205,288462,231843,16857,21963,330663,142724,61166,62125,107677,242716,84845,32510,109215,153470,349635,132212,79006,153416,16861,28737,60369,25885,183389,31996,418465,188874,227138,11112,338326,69397,97195,281841,27950,128378,12309,131871,491777,34650,13783,126914,153179,37913,148635,7955
2007/7/1,88018,22001,105193,74082,953655,97054,82145,15626,19217,299598,234891,17264,22766,339084,144906,61441,62426,108447,247697,83003,32897,109495,153642,354420,134120,78312,156637,17753,29326,61953,25490,185069,31911,425469,191559,231734,11147,340831,69000,99169,286874,28723,127827,12392,135520,492405,35234,13850,129075,155344,38200,150237,8112
2007/8/1,89370,22089,106854,74458,975258,100979,83392,15705,19278,312070,238398,17840,23720,348319,147880,61931,63090,109671,253983,81286,33273,110032,154162,359246,136009,78091,159835,18472,29724,63643,25172,187167,32135,432135,193294,236393,11202,342902,68577,101055,292714,29615,127862,12480,140764,495659,35915,13926,132499,157730,38711,151691,8130
2007/9/1,90904,22117,110555,74374,996969,104752,84729,15967,19365,325509,242404,18488,24473,357094,150544,62403,63801,110521,260859,80062,33517,110188,154669,362605,137430,78243,162333,18948,29792,65370,24937,189762,32584,437602,194046,239897,11240,344008,67800,102357,298272,30595,128005,12496,146558,499533,36661,13985,136597,159475,39173,152263,8038
2007/10/1,92684,22102,115686,73709,1017621,108001,86125,16359,19482,339832,247271,19060,24768,364884,152463,62627,64342,110596,267857,79753,33569,109711,155162,364084,138185,78546,163970,19210,29638,67122,24825,193069,33221,442457,194456,241755,11230,344449,66406,102811,302832,31654,127975,12403,152121,502749,37478,14040,140777,160329,39327,151388,7911
2007/11/1,94538,22033,121013,72426,1035297,110493,87413,16764,19605,354453,252690,19438,24557,370430,153345,62449,64496,109926,274347,80441,33383,108614,155454,362739,137997,78692,164721,19321,29424,68811,24800,196577,33899,446438,194699,241482,11119,343515,64335,102211,305734,32660,127629,12182,156611,504098,38247,14084,144269,160116,39060,148667,7797
2007/12/1,96522,21944,125858,70720,1050424,112209,88544,17126,19738,369471,258686,19659,24032,373332,153340,61907,64157,108889,280542,81701,32989,107417,155573,359518,137153,78679,164927,19365,29207,70498,24821,199997,34485,449599,194788,239234,10912,341100,61701,100667,306892,33518,127321,11871,159827,503474,38890,14123,146742,159220,38409,144315,7703
2008/1/1,98968,21912,130494,69058,1067336,113500,89759,17479,19916,385751,265661,19867,23541,375630,153391,61354,63547,108268,287653,83125,32598,107071,156064,357120,136611,78806,165229,19491,29041,72431,24910,203527,34971,452971,194977,236510,10680,338794,59003,98790,307344,34324,127618,11586,162528,502253,39460,14212,148611,158698,37624,139587,7645
2008/2/1,102032,21969,135338,67730,1089446,114883,91254,17848,20153,403690,273447,20212,23365,379322,154638,61225,62932,108639,296512,84349,32426,108190,157356,357088,137159,79171,166083,19795,29032,74743,25049,207178,35369,456725,195131,235073,10517,338895,56793,97472,308194,35188,128849,11431,165934,501434,40026,14376,150615,159431,36889,135726,7632
2008/3/1,105871,22145,141279,67013,1120620,116936,93324,18360,20490,424310,282233,20826,23694,386322,158181,61926,62719,110508,308090,85117,32668,111239,159996,360621,139431,80050,168221,20331,29285,77608,25300,211476,35782,461772,195576,236557,10514,344057,55611,97708,310929,36274,131602,11496,170993,503797,40722,14633,153784,162191,36265,133900,7687
2008/4/1,110459,22417,149248,67114,1162394,119809,96108,19130,20945,448167,292148,21789,31204,397047,164148,63517,63171,114095,322551,85908,33385,116067,164206,367650,143385,81597,171956,21100,29817,81063,25719,217141,36394,469828,197329,241549,10699,354910,55701,100059,315774,37712,136213,11803,177882,511634,41609,14987,158562,166983,35825,134547,7827
2008/5/1,115707,22741,159407,68009,1213407,123540,99478,20166,21494,474872,303129,23067,35762,410376,171805,65680,64315,119078,339233,87585,34464,122030,169758,377018,148312,83644,176985,22036,30531,85007,26293,224507,37295,481591,201092,249321,11030,370008,56833,104439,322021,39508,142490,12302,186026,525543,42643,15398,164560,173054,35615,137315,8045
2008/6/1,121482,23057,170936,69592,1270266,128010,103160,21406,22115,503341,315117,24531,38876,424355,180025,67978,66014,124807,357081,90676,35746,128605,176211,387551,153524,85830,182783,23065,31260,89294,26954,233307,38466,496513,206915,258254,11423,386714,58604,110533,329259,41532,149917,12929,194455,544992,43755,15817,170959,179409,35658,141692,8330
2008/7/1,127437,23258,182803,71601,1328664,132629,106800,22726,22789,531967,328000,26010,41171,436829,188085,69953,67835,130644,374983,94864,37081,135454,183009,398831,158282,87711,188924,24102,31929,93881,27599,242913,39707,513633,214638,266351,11725,401754,60538,117756,337268,43583,157661,13604,202200,566670,44868,16202,176955,185018,35924,146999,8650
2008/8/1,133552,23321,194260,73936,1387721,137154,110254,24032,23499,559887,341764,27432,43078,446691,196951,71714,69605,136749,392775,99481,38475,142745,190013,411392,162497,89120,195271,25166,32695,98870,28243,252992,40993,532080,223626,272992,11865,413696,62554,125676,346403,45528,165338,14255,209103,588103,45898,16547,182472,189676,36525,153137,8971
